name_title,description
Collection by Michael Strahan Plaid Pants - Big & Tall,Our plaid pants have a classic design that makes for handsome formal wear. zip fly with button closure 2 back and 2 front pockets straight hemmed leg flat-front midrise wool/polyester lining: polyester dry clean only imported
My Michelle® Sleeveless Embroidered-Neck Alternative-Hem Dress - Juniors Plus,"Featuring spaghetti straps and an embroidered design at the neck, our sleeveless alternative-hem dress offers the fun and flowy look you want. high neckline one-button keyhole back approx. 40-51"" length from shoulder lined polyester washable imported"
Danny & Nicole® Sleeveless Floral Fit and Flare Dress,"Look your absolute best in the flattering fit of our fit-and-flare dress with its bold floral print to add a vibrant attitude.   scoopneck sleeveless belt included approx. 38"" length from shoulder lined polyester hand wash, line dry imported"
OshKosh B'gosh® Short-Sleeve Active Tee - Toddler Boys 2t-5t,"Your little guy will be ready for a jam-packed day of fun with our breathable, active tee. crewneck short sleeves polyester washable imported"
The Foundry Supply Co.™ Swim Shorts - Big & Tall,Soft shorts from The Foundry Supply Co.™ offer versatile styling that allows for easy wear in and out of the water. elastic waist with drawstring side-seam pockets side flap pockets polyester washable imported
Nourison® Floral Burst Hand-Hooked Indoor/Outdoor Rectangular Rug,"How about a bouquet of flowers for your floor? These indoor/outdoor rugs offer a burst of freshness for your favorite seating area.   space-dyed fibers mold and mildew resistant hand-hooked construction highly durable polyester ½"" overall thickness Stain Resistant: No Fade Resistant: Yes Slip Resistant: No Rug Backing: Cotton/latex Fire Retardant: No Rug Pad Recommended: No Care Instructions: Rinse off with hose Use: Indoor or outdoor Origin: Imported  "
Diamonart® Cultured Freshwater Pearl and Cubic Zirconia Sterling Silver Ring,"Enchant her with this stunning ring, which features a central cultured freshwater pearl and glittering cubic zirconia stones fashioned in sterling silver.   Metal: Rhodium-plated sterling silverStones: Cultured freshwater pearl  Other Stones: Simulated diamond 3/8 ct. t.w. diamond equivalent   Carat (ct.) total weight (t.w.) represents the approximate total weight of diamonds or equivalent appearance.Jewelry photos are enlarged to show detail.  "
Xersion™ Printed 3/4-Length Compression Slider Shorts,"Our Xersion compression sliders provide the perfect combination of comfort, support and moisture-wicking performance to help you reach your fitness goals. Quick-Dri® wicking technology helps keep you cool and dry breathable microjersey construction flatlock seams prevent chafing slim compression fit elastic waist 18½"" inseam polyester/spandex washable imported"
Nike® 3-pk. Graphic Crew Socks - Boys,Our Nike graphic crew socks are comfortable for slip-on wear and durable enough for athletic performance. package of 3 pairs supportive fit with arch compression reinforced heel and toe for enhanced durability cotton/nylon/spandex washable imported
Madison Park Miranda 6-pc. Coverlet Set,"Our comfy, intricately designed coverlet set is pieced together for long-lasting use. shades of aqua blue and white modern traditional quilt pattern polyester cotton/other-filled coverlet; polyester-filled decorative pillows washable; decorative pillows: spot clean only full/queen coverlet: 90x90"" king/cal. king coverlet: 104x94"" imported 6-piece sets include: coverlet 2 shams 3 decorative pillows: 18x18"", 16x16"", 12x18"" Full/queen sets include standards shams. King/cal. king sets include king shams."
Zippered Large Yoga Bag,"Life has enough burdens already – don't make getting to yoga class with all of your stuff another one! This large yoga bag features a sturdy zipper closure and breathable mesh accents so you'll never juggle an arm full of towels, water and yoga mats again.   mesh accents allow bag to breathe zippered closure comfortable, adjustable shoulder strap accommodates a standard ¼"" yoga mat Nylon. Imported."
Studio 1® 3/4-Sleeve Paisley Print Shift Dress,"Our fun and stylish shift dress is fashion-forward in paisley prints for a trendy summer look. square neck deep v-back 3/4 sleeves 35” length from shoulder polyester/spandex hand wash, line dry imported"
Coleman® Cooler Quad Chair,"Featuring a built-in four-can cooler and mesh cup holder, this collapsible chair lets you grab a cold drink without getting up. strong steel frame roomy 24"" seat adjustable arm heights fully cushioned seat and back side pockets provide extra storage cooler features Coleman Cold™ technology to keep drinks cold 325-pound weight capacity includes carrying bag Polyester/steel. Imported."
Inox® Jewelry Mens Stainless Steel & Brown Leather Layered Bracelet,"Metal: Stainless steel Material: Leather Closure: Magnet Dimensions: 8.75"" braid chain Jewelry photos are enlarged to show detail"
Marvel® Spider-Man Backpack,"Your aspiring hero will love going to school carrying books and supplies in our cool Spider-Man backpack.  top padded loop handle adjustable straps full zip closure 2 main compartments 2 mesh side pockets polyester 16x12x5""D wipe clean imported"
Rosetti® Yolonda Two-Tone Mid-Crossbody Bag,"This cotton crossbody bag is the perfect all-purpose choice to carry all of your essentials. adjustable strap, 24” drop top zip closure polyvinyl chloride  exterior zip pocket interior zip pocket and 2 slip pockets 11Hx11WX3½”D imported"
Kristin Upholstered Bench,"Featuring a distinctive fabric and luxurious padding for extra comfort, this bench adds sophisticated extra seating to your living room, den or at the end of your bed.   solid hardwood frame flush-joint and finger-joint joinery cushion filled with upholstery foam turned ball legs 275-pound weight capacity Upholstery is cotton. Spot clean with a clean, damp cloth or have professionally cleaned. Measures 40Wx20Dx17""H. Imported."
Bali® Sheer Sleek Desire Bra - 6544,"This foam underwire bra from Bali provides shaping and support, helps reduce spillage and has a beautiful look for special occasions. natural lift stretch mesh overlay convertible/adjustable straps full coverage foam underwire lined/lightly padded nylon/spandex/rayon hand wash, line dry imported manufacturer’s style # 6544"
Decree® Tank Bodycon Dress,"Our bodycon dress features a tank style and comes in a variety of colorful prints, making it the perfect addition to your warm-weather wardrobe. straightneck sleeveless 31¾-39¼"" length rayon/spandex haute tropics coral, peach white stripe, Atlantis black stripe, berry blitz blue stripe: washable summerscape purple, ipanema teal multi, electric love black, throwback pink: machine wash, dry flat imported"
U.S. Polo Assn.® Heather Crossbody Bag,"Look chic savvy with this gorgeous crossbody bag that features brand embossed texture and eye-catching gold-tone hardware. adjustable 18-23"" crossbody strap flap-over design with magnetic snap closure durable synthetic construction 1 interior sidewall and 2 interior slip pockets detachable dog tag dangle 8(L)x5.5(W)x1""D imported"
Home Expressions™ Grace Quilted Bedspread Set + BONUS Tote Bag,"With an array of different patterns, this quilted bedspread is sure to add a charming look to your home. bedspread has vermicelli quilting shams have a knife-edge finish reversible shams tote has generous handles for easy transport 2-piece Twin set includes: bedspread sham BONUS tote bag 3-piece Full, Queen or King set includes: bedspread 2 shams BONUS tote bag Coordinating accessories sold separately. Twin, Full and Queen sets include standard shams. King set includes king shams. Cotton/polyester bedspread and tote bag with polyester back and polyester fill; cotton/polyester shams with polyester backs. Washable. Imported. Twin: bedspread is 80x110""; sham is 26x20""; tote bag is 15x6x18""H Full: bedspread is 96x110""; shams are 26x20""; tote bag is 15x6x18""H Queen: bedspread is 102x118""; shams are 26x20""; tote bag is 15x6x18""H King: bedspread is 120x118""; shams are 36x20""; tote bag is 15x6x18""H"
Bisou Bisou® Halter Bubble Top - Plus,"Our Bisou Bisou halter top is a figure-flattering highlight that you'll want to wear again and again. halter with keyhole sleeveless mid length rayon/spandex machine wash, line dry imported"
Home Expressions™ Jacobean Stripe Oblong Decorative Pillow,"Our Jacobean Stripe oblong pillow adds classic style and elegance to your room.   soothing shades of green, blue, coral and ivory   pieced fabric with rice-stitched detail a perfect complement to the Jacobean Stripe quilt, sold separately measures 18x12""    Cotton with polyester fill. Spot clean. Imported."
Hanes® Ultimate 4-pk. Boxer Briefs - Boys 6-20,"These durable boxer briefs from Hanes deliver ultimate comfort and softness all day, every day. package of 4 boxer briefs TAGLESS® all day comfort and fit comfort waist solid/prints: 100% cotton heather/prints: cotton/polyester washable imported  "
Dearfoams® Womens Moccasin Slippers,"Step into comfort and warmth in our classic moccasin slippers with faux-shearling cuff and lining. slip resistant waterproof indoor/outdoor sole solids: 100% cotton corduroy plaid: polyester/wool polyester lining rubber sole machine wash, air dry imported"
CL By Laundry Whisk Lace-Up Heels,"When the weather is warm, mix it up in these laser-cut, lace-up heels.   synthetic upper open toe laser cut lace up rubber sole"
Arizona® Cold-Shoulder Crochet Dress Swim Cover-Up - Juniors,"Stay cool and beat the heat in our Arizona cold shoulder cover-up with spaghetti straps and fun print. scoopneck cold-shoulder approx. 33"" length polyester washable made in America"
R&K Originals® Sleeveless Floral Chiffon Maxi Dress,"With a gathered-neck and floral print, our sleeveless chiffon maxi dress is the perfect feminine pick for warm-weather style. scoopneck sleeveless back zipper 55½"" length from shoulder lined chiffon polyester hand wash, line dry imported"
i jeans by Buffalo Ashton Puffer Jacket,You don't have to hit the slopes to enjoy the warmth and style of this puffer jacket. attached hood zip front handwarmer pockets polyester washable imported
Seven7® British Storm Tall Rain Boots,"Don't sacrifice fashion just because it's raining. Our rain boots will keep your feet dry and look good in the process.  water resistant rubber upper 3/4"" heel 12"" shaft height top buckle cushioned waterproof, slip-resistant rubber sole"
Harry Potter Hufflepuff Crest Tapestry Throw,"Our throw features the Hufflepuff crest from Harry Potter in a print that's perfect as a wall hanging, room accent, bed covering or throw blanket. • woven throw with fringe details• 48x60""• polyester• washable made in USA"
Vans® Milton Hi Womens Lace-Up Shoes,These fashionable white-on-white hi-top athletic shoes have and old-school basketball feel to make you feel instantly cool. canvas/cotton upper lace up vulcanized rubber sole double stitched for durability hi top construction with side stripe
Beverly Hills Polo Club Mens Silver-Tone Metal Link Tank Watch,"The bold tank shape of this silver-tone metal link watch is the perfect commanding accent any man's look needs.  Brand: Beverly Hills Polo ClubDial Color: Silver-tone sunrayStrap: Silver-tone metal linkClasp: FoldoverMovement: QuartzWater Resistance:Case Width: 33mmCase Thickness: 7mmBracelet Dimensions: 9"" long; 21mm wideModel No.: 53078   Jewelry photos are enlarged to show detail."
Lee® Relaxed Fit Straight-Leg Jeans - Plus,"Lee® original Relaxed Fit jeans have been redesigned with you in mind. Featuring the same great fit with updated washes, premium fabrics and more stretch, they're designed to make you feel comfortable and look great all day long. sits at waist relaxed fit straight leg with 19¼"" opening Flex Stretch waistband button-and-zip fly 5-pocket styling black: cotton/spandex nile, houston: cotton/polyester/LYCRA® spandex azul, dark: cotton/LYCRA® spandex washable imported plus 31"" inseam plus petite: 28"" inseam"
Claiborne® Long-Sleeve Linen Shirt,Our washable linen shirt from Claiborne brings a breezy perspective to your daily dress in a variety of soft colors. point collar button front long sleeves left chest pocket adjustable button cuffs slightly rounded hem 100% linen washable imported
Park B. Smith® Watershed™ Dorset Solid Shower Curtain,"Keep it cool and sophisticated while adding a pop of color to your bathroom with this shower curtain that comes in a regular size and a stall curtain specifically designed to fit the taller, narrower proportion of a shower stall.   water repellent mold, mildew and allergy resistant weighted bottom helps keep water inside fast drying Polyester. Regular curtain measures 72x72""L; stall curtain measures 54x78""L. Machine wash; line dry. Imported."
St. John’s Bay® Essential Tank Top,"A basic layering piece in a variety of colors, our St. John’s Bay tank top sets the tone for the rest of your wardrobe no matter the season.   roundneck cotton washable imported  "
Nike® Color Surge Drift Volley Shorts,"Swim or soak up some rays in these brushed microfiber shorts with colorblock sides. elastic waist with lace-up closure for a snug, comfortable fit built-in mesh brief for comfort, breathability and support contrasting colorblock side panels mesh-lined side pockets internal pocket for small-item storage 11"" inseam polyester washable imported  "
Hampden Womens Gold-Tone Personalized Bracelet Watch,"Our bracelet watch features a gold-tone, brass metal-link band with a champagne dial and can be personalized to make the timepiece uniquely yours.  Dial Color: ChampagneStrap: Gold-tone brass metal linksClasp: BuckleMovement: QuartzCase Width: 32mmCase Thickness: 5mmBracelet Dimensions: 7"" long; 14mm wideModel No.: 57393Special Features: Personalize with up to 10 characters Jewelry photos are enlarged to show detail."
Jockey® No Panty Line Promise® Tactel® Camisole - 2051,This versatile and oh-so-comfy cami is perfect as a first layer or on its own as your favorite piece of loungewear.   nylon/spandex washable imported
Sealy® Posturepedic® Meadowlark Cushion Firm Euro Top Mattress + Box Spring,"Featuring a Euro top, this mattress set delivers superior all-over support, along with the comfort you need for relaxing sleep. classic coil innerspring system cover is polyester/polypropylene quilt: FlameGuard™ fiber; ½"" Hypersoft™ foam; 1½"" x ½"" conversion Hypersoft™ foam comfort layers: 2"" Sealy ultra-soft foam; 2"" SealyFoam™; ½"" gel memory foam center Stable Support™ foundation twin: 38x74½x13""H; 378 coil count  twin XL: 38x79½x13""H; 406 coil count  full: 53x74½x13""H; 513 coil count  queen/split queen: 60x79½x13""H; 638 coil count  king: 76x79½x13""H; 812 coil count  cal. king: 72x83½x13""H; 806 coil count  made in America Your mattress is created exclusively for you only after you order it, then delivered directly to you. Set includes mattress plus box spring. Box spring measures 9""H; mattress set measures 22""H when stacked. Split queen mattress set features a 2-piece side-by-side foundation for easier navigation in tight spaces. You can purchase this mattress without a box spring, but your best value is to buy the set together. The matching box spring is specially designed to provide support, absorb shock and reduce wear to the mattress. You'll sleep more comfortably, and your new mattress will last longer."
Girls 14K Gold Cubic Zirconia Accent Hoop Earrings,"She won't have to jump through hoops to get noticed. Just wear them. These girls' 14K gold hinged earrings show off a single, sparkling CZ—simple, but effective.   Metal: 14K yellow gold Stone: Cubic zirconia Back: Hinged Dimensions: 13.5mm Jewelry photos are enlarged to show detail."
Maternity 3/4-Sleeve Striped Ribbed Tunic,"Prepare for the weeks and months to come with our maternity tunic that will almost instantly become your comfy, cozy favorite. 3/4 sleeves approx. 29"" length rayon/polyester/spandex machine wash, line dry imported"
Nike® Club Shorts,"These versatile, pocketed shorts from Nike have a loose fit and a length that falls above the knee, making them ideal for your active lifestyle.   10"" inseam loose fit internal drawcord with elastic waist side pockets back pocket length falls above knee cotton/polyester washable imported"
"JCPenney Home™ Prescott 1"" Adjustable Curtain Rod","Accommodate the width of your windows with this easy-to-install, adjustable curtain rod.   1"" diameter rod with decorative finials simply shorten or extend the telescoping rod rod length excludes finials; allow 3.18"" clearance for rod Steel with aluminum brackets. Imported.  "
ALEX TOYS® Duct Tape Bangles Kit,"Make fun and fashionable accessories using brightly colored duct tape. Simply wrap the bangle bracelet with the tape for funky designs that are uniquely you, and wear. Kit includes: 5 rolls of duct tape (3 yards each) 6 plastic bangles easy instructions recommended for ages 7 and up meets ASTM F963 and D4236 imported"
Stylus™ Pleated Cami - Tall,"Our cami features pleats on the front and lace trim along the neckline, armholes and bottom hem for a feminine warm-weather look. ●    scoopneck●    front Pleats●    lace trim details●    23 1/8"" length●    polyester●    hand wash, line dry●    imported  "
Vans® International Sole Tee,"Give your style more sole with this righteous Vans logo tee, featuring colorful front and back graphics. crewneck short sleeves cotton washable imported"
Unity® Old Dutch Placidity 26-oz. Teapot,"Graceful dragonflies decorate this elegant cast iron teapot that’s inspired by highly prized antique Japanese cast iron teapots still in use today.   black porcelain enamel interior coating stainless steel tea brewing basket intended for brewing and serving tea, not for stovetop use 26-oz. capacity Iron/steel. Hand wash. Imported."
JCPenney Home™ Easter Set of 4 Salad Plates,"Complete your Easter table setting with these salad plates. The bright color will add a fresh look to your collection. microwave safe earthenware dishwasher safe set of 4 8⅛"" diameter imported"
Certified International Santa’s Workshop Set of 4 Mugs,"These colorful mugs feature a vintage-inspired design of Santa in his workshop, giving your table setting a festive, nostalgic accent for the holiday season. durable earthenware construction each has a 16-ounce capacity microwave safe set of 4 Earthenware. Dishwasher safe. Imported."
The Foundry Supply Co.™ Belted Cargo Shorts - Big & Tall,"These belted cargo shorts ensure your comfort, easily pairing with polos or tees for a look that shows you know how to relax. belt included relaxed fit zip fly with button closure side cargo pockets back button-through pockets 11"" inseam 100% cotton washable imported"
St. John's Bay® High-Waist Swim Bottoms - Plus,"Rock a retro-inspired vibe full of sunny-days style with our high-waist hipster swim bottoms that mix-and-match with your favorite swim tops. tummy control panel partially lined nylon/spandex hand wash, line dry imported"
City Streets® Yoga Shorts - Juniors Plus,"Head to the yoga studio in our shorts, featuring a mid rise and elastic waist for a comfy athletic look. elastic waist mid rise 2½-3½"" inseam polyester/spandex washable imported"
Arizona Sawyer Girls' Sandals - Little Kids,The adjustable strap on our thong sandals gives her a customized fit and the thong cutouts add a touch of design-flair to her look.   polyurethane upper cutout details adjustable buckle strap thermoplastic rubber sole
Kathy Ireland® Royal Shimmer Wool Shag Rectangular Rug,"Russian-inspired style comes to life in this dazzling wool shag rug that features an enthralling damask pattern, rendered in deeply dramatic hues. power-loomed construction durable wool crafted in Turkey ½"" overall thickness Stain Resistant: No Fade Resistant: No Slip Resistant: No Rug Backing: Cotton Fire Retardant: No Rug Pad Needed: Yes, rug pad is recommended to improve slip resistance and protect underlying surfaces. Use: Indoor Care Instructions: Spot clean. Vacuum regularly without beater bar. Professional cleaning recommended. Origin: Imported It's perfectly normal for new wool rugs to shed. This happens as a result of loose fibers created during the weaving process. Regular vacuuming 2-3 times a week will help keep it under control until the rug has been seasoned and no longer sheds."
Knit Works 3/4-Sleeve Graphic Lace-Back Tee - Girls 7-16,"Beauty, happiness and style are never in short supply with this fun lace-back graphic tee from Knit Works. scoopneck 3/4 sleeves glitter detail lace detail at sleeves lace back body: polyester/rayon sleeves: polyester/cotton/rayon washable imported"
Stylus™ Long-Sleeve Back-Pleat Oversized Shirt- Petite,"Our Stylus oversized shirt takes a traditional shirt and gives it a huge dose of excitement with an interesting back pleat. collar long sleeves chest pocket button down back pleat misses: approx. 29¾"" length tall: approx. 31¼"" length 100% cotton washable imported"
Danny & Nicole® Floral Print Jacket Dress,"Show off your bold personality in our pretty floral printed jacket dress. 3/4-sleeve jacket with hook-and-eye closure; 17 7/8"" length sleeveless dress with center back zipper 44 ½"" length from shoulder polyester/spandex washable imported"
Arizona Silver-Tone Snake Chain Pendant Necklace,"The length of this snake chain pendant necklace makes it perfect for layering or wearing alone. Metal: Silver-tone metalClosure: Lobster claspDimensions: 28"" long chainPendant Size: 7/8x1¾"" Jewelry photos are enlarged to show detail."
Wembley™ Shark 2-pk. Ice Mold Barware,Add some bite to your cocktails with our super-cool shark ice molds.  3D shark molds silicone hand wash imported
Royal Velvet® Down Chamber™ Pillow,"The Down Chamber™ pillow, with its unique pillow-in-pillow design, offers all-natural comfort. With an inner core of springy, high-loft feathers wrapped in an outer layer of silk, luxurious down, you'll receive supportive, lofty comfort. The gusset allows for additional neck support so you can sleep comfortably. inner chamber of springy, True Loft™ feathers provides superior all-natural comfort and support outer layer of silky, soft down adds lasting cushioning and comfort 550 fill power 300 thread-count cotton cover is hypoallergenic medium support for stomach or side sleepers hypoallergenic Cotton cover; duck feather and down fill. Washable. Manufacturer's 4-year limited warranty. Assembled in America from imported fabric. Standard/Queen pillow: 20x28""; 32-ounce fill weight King pillow: 20x36""; 39-ounce fill weight Be sure to care for your investment with a pillow protector. It's an added layer of protection that will help keep your pillow clean and fresh.  "
Disney Collection Zootopia Judy Hopps Plush Toy,"The hero of Zootopia, Judy Hopps is a perfect plush toy for your little one. detailed sculpting and embroidered features dimensions: 5x3½x12½""   polyester hand wash imported"
Worthington® Pencil Skirt,"Upgrade your professional style with our pencil skirt, featuring a side zipper and a side slit to complete the look.  metal zipper on left side side slit 28-29½"" length polyester/spandex washable imported"
Crystal Sky Sleeveless Sequin Illusion Popover Long Slim Dress- Juniors,"The right touch of shimmer, of flowing fabric and attitude makes our Crystal Sky special occasion dress a huge hit. scoopneck sleeveless illusion waist back zipper approx. 57½"" length from shoulder polyester hand wash, line dry imported RETURNS: This dress must be returned in its original condition with the green return tag in place. "
Playtex® 18 Hour® Active Lifestyle Bra - 4159,"Playtex® 18 Hour® active sports bra is designed to stay in place with even more comfort features.   seamless for a smooth line under clothing wirefree padded stay-put straps moisture-wicking fabric from cup to band polyester/nylon hand wash, line dry imported manufacturer's style #4159"
Whimsical Watches Personalized Nurse Womens Silver–Tone Bezel White Leather Strap Watch,"Celebrate that special nurse with this white leather strap watch. The dial is adorned with a stethoscope and nurse hat. Packaged in a box for easy gift giving. Made in America.   Dial Color: Multicolor Strap: White leather Clasp: Buckle Movement: Quartz Case Width: 38.1mm Case Thickness: 3mm Bracelet Dimensions: 10"" long; 16mm wide Model No.: U-0620013 Special Features: Scratch-resistant glass   Jewelry photos are enlarged to show detail."
Long-Sleeve Christmas Sweatshirt,Our amusing holiday sweatshirt gives you one more reason to look forward to the Christmas season. cotton/polyester washable imported
Dickies® Tapered-Leg Jeans,"Our slim-fit, tapered-leg jeans feature 3x1 crosshatch denim for an authentic look and feel. They have a felled inseam for comfort and signature deco stitch and authentic branding on the interior and exterior of the jeans. slim fit sits below the waist zip fly flat front 5-pocket styling tapered leg hemmed cotton washable imported"
JCPenney Home™ Saratoga Cut-to-Width Fringed Blackout Roller Shade - FREE SWATCH,"Saratoga cut--to-width blackout shade features a light-blocking layer sandwiched between two layers of vinyl for privacy and light control. Note: Roller shades will be slightly narrower than the width ordered; to avoid the resulting light gap on each side and to achieve maximum privacy and light control, consider outside mount.   cordless product safe for homes with young children and pets cut to the exact width you need from 15"" to 73¼"" wide embossed vinyl with the look of fabric fringed bottom hem white on street side except ivory which is the same color on both sides heavy-duty spring roller mechanism allows you to adjust shade to any height Fits windows up to 64"" long. Inside or outside casing installation. Window must be at least ¾"" deep for inside mount, 2¼"" deep for flush inside mount. Mounting hardware and instructions included. Shades wipe clean with a damp cloth. Imported. To Order: You will be able to specify the exact width you need for your shade. For inside mount, subtract 1/8"" from your overall width to account for mounting brackets. Note: If you are ordering more than one shade within the same size range and want the shades cut to different widths, you must place each shade in the shopping bag separately. Spring motor roller shades are manufactured with approximately 8” of extra fabric added to the length. This is required for the proper operation of the spring activated roller mechanism. FREE SWATCH: If you would like to receive a swatch of the fabric prior to ordering the item, please e-mail customerservice@phaseii.com to receive a sample swatch of fabric. Please include your name, address, item description and color that corresponds with your selection. Allow 5 days to receive the swatch. *Cost savings represent the relative cost of heating or cooling an area to account for heat lost or gained through a window. Savings reflect comparison to a bare single-pane window. Energy Savings logo developed by JCPenney for exclusive use. Energy Savings testing conducted by an independent third-party laboratory."
Liz Claiborne® Short-Sleeve Boatneck Dolman Tee - Tall,"Our dolman tee is a casual-wear top with detailed style, featuring a boatneck and shoulder pleats.  boatneck short sleeves cotton/polyester washable imported"
Honey-Can-Do® 2-Compartment Chrome Folding Hamper,"A stylish laundry solution, this chrome folding hamper has two compartments to make sorting laundry a breeze.   x-frame design chrome-plated steel frame integrated fold-over cover keeps contents concealed washable cover frame is rust resistant folds flat for quick and easy storage Polyester/cotton with steel frame. Measures 14¼x14½x28″H. Imported.  "
Perceptions Sleeveless Polka Dot Shift Dress,"Add some texture to your chic wardrobe with our sleeveless shift dress featuring allover front pleats. roundneck sleeveless 38½"" length from shoulder polyester/spandex machine wash, line dry imported"
R&K Originals® Cap-Sleeve Printed Sheath Dress - Plus,"Featuring a bold and eye-catching print, our cap-sleeve sheath dress makes a flashy and fun statement. crewneck invisible back zip 39"" length from shoulder polyester/spandex machine wash, line dry imported"
St. John’s Bay® Long-Sleeve Sequin Sweater - Tall,"Showcase your starry night style in the high-shine embellishment of our sequined sweater for a look that shimmers from day to night. approx. 32½"" - 34⅞"" length from shoulder cotton/polyester/other fibers hand wash, dry flat imported"
Personalized Simulated Birthstone Engraved Key Ring,"Metal: Silver, 10K white or yellow gold, 14K white or yellow goldStones: Simulated gemstoneGallery Height: 2.55mmPersonalization: Up to 10 characters and choice of 1 simulated birthstone Choose 1 birthstone. Use the letter key below to represent the month(s). Selection must be made using capitalized letters: A=JanuaryB=FebruaryC=MarchD=AprilE=MayF=JuneG=JulyH=AugustI=SeptemberJ=OctoberK=NovemberL=December Jewelry photos are enlarged to show detail."
Umbra® Set of 7 Clip Rings,"Accent your windows in style with these clip rings that make hanging curtains simple. simple to use—just clip onto a window treatment set of 7 Each clip ring has inside diameter of ½"". Curtain rod sold separately. Steel. Imported. "
Collection by Michael Strahan Gray Weave Suit Pants - Big & Tall,"These flat-front suit pants offer a light texture and crisp flat front that brings out your best, with or without the matching suit jacket. only at JCPenney big and tall fit 2 front pockets 2 back pockets flat front partially lined straight leg hemmed wool/polyester dry clean only imported"
Van Heusen® Short-Sleeve Poplin Dress Shirt - Big & Tall,"Stay cool and confident in this easy-care dress shirt from Van Heusen, featuring a short-sleeve design constructed of soft, durable poplin fabric. easy-care construction            top-fused spread collar with permanent stays French placket                        short sleeves   v-shaped chest pocket box pleat back shirttail hem    polyester/cotton washable imported"
Disney Frozen Personalized 14K Yellow Gold Over Sterling Silver Snowflake Name Necklace,"Personalize your favorite looks with this nameplate necklace adorned with a snowflake drop from Disney's hit movie ""Frozen.""Metal: 14K yellow gold over sterling silverClosure: Spring-ringDimensions: 18"" long cable chain with 2"" extenderPersonalize: Up to 10 lettersJewelry photos are enlarged to show detail."
GE® ENERGY STAR® Dishwasher with Hidden Controls,"true A clean and simple appearance sits flush to your cabinets with this high-performing dishwasher, featuring a 3,600 RPM rotating stainless steel blade to pulverize food particles and SpaceMaker® basket that moves for efficient loading and unloading. ENERGY STAR® qualified 48 dBA with status light on door chrome accent control panel with 2/4/8-hour Delay Start   4-pass wash and dry element evenly heats water for washing and air for drying two-pump system provides excellent wash performance with reduced sound adjustable upper rack fits plates up to 10½"" dedicated silverware jets focus on silverware baskets in multiple locations Piranha™ hard food disposer with removable filter Steam PreWash loosens tough soils before any cycle SpaceMaker® silverware basket can be placed on the rack or onto the door auto sensing cycle adjusts to soil level to maximize energy savings and ensure clean dishes sanitize option (NSF residential) reduces 99.999% of bacteria found on dishes adjustable heights makes installation over built-up floors simple "
a.n.a® Scoopneck Asymmetrical Tank Top - Plus,"From any angle you look at it, our layered scoopneck asymmetrical tank top is an on-trend essential you will love. scoopneck sleeveless 33 1/8- 34 ¾"" length polyester washable imported"
NoJo® by Jill McDonal ABC with Me Mobile,"This musical mobile soothes your little one to sleep with gently spinning plush, graceful friends with colorful details and artful embroidery. fits most standard and convertible cribs plays Brahams’ Lullaby polyester spot clean imported"
IMUSA® 3-Cup Nonstick Rice Cooker,"Make perfectly cooked rice every time with this 3-cup rice cooker. It takes less time than cooking on the stove, so you'll save energy, too.   removable nonstick cooking bowl tempered glass lid with steam vent cooking and keep warm indicator lights warming setting lets you reheat your rice Metal and plastic with glass lid. Measures 8½x8½x8½""H. Hand wash pot. Imported.  "
Cuttlebug Embossing Folders 4/Pkg-Decorative Tile,"These handy folders are designed for use with the Cuttlebug Cutting System (not included).   two 5 x 7"" embossing folder two 5 3/4 x 4 1/4"" border folder  imported"
Personalized Money Clip with Cross,A 23K gold cross stands out proudly against the rhodium-plated mirror finish of this handsome money clip.   rhodium-plated brass 23K gold cross three letters engraved at no extra charge
BELLE + SKY™ Sheer-Back Vest - Plus,"The classic vest gets a big redo with our fantastic sheer-back vest; making it an instant hit in your wardrobe.   collar v-neck sleeveless approx. 27¾-31"" length polyester washable imported"
Carter's® 2-pk. Pull-On Pants - Baby Boys newborn-24m,"These soft, all-cotton pants give him the perfect combination of style and comfort. includes 2 pairs of pants elastic waist with faux drawstring 100% cotton washable imported"
Creative Bath™ Directions Hamper,"Uniquely designed with a freeform weave, this beautiful hamper is an intriguing addition to any room in your home. woven seagrass construction rich brown finish removable fabric liner Seagrass basket with a cotton/polyester liner. Measures 18x13x23""H. Washable liner. Imported."
JF J. Ferrar® Flat-Front Tuxedo Pants - Slim,"These handsome, slim-fit tuxedo pants are effortless classics, perfect for formal events where a standard suit won’t do.   slim fit jacket and pants: polyester/viscose/LYCRA® spandex polyester lining to the knees dry clean only imported"
Levi's® 550™ Relaxed Fit Jeans-Big & Tall,"Wear Levi's® Red Tab™ 550™ relaxed-fit jeans and your whole day seems more comfortable.   matching big & tall web id: 5834012 more room means more comfort sits at waist relaxed fit through seat and thigh slightly tapered leg 16½"" leg opening  zip fly cotton washable imported more sizes: regular, extra tall, big"
Bacova Grapevine Wedge Rug,"Luscious grapes grow around this wedge rug to lend a natural look to any wine-lover's space. long-lasting inkjet print tufted construction durable nylon/polypropylene crafted in Egypt ¼"" pile height; ¾"" overall thickness measures 30x18"" Stain Resistant: Yes Fade Resistant: Yes Slip Resistant: Yes Rug Backing: Latex Fire Retardant: No Rug Pad Needed: No, the latex backing provides slip resistance and protection for underlying floors. Use: Indoor Care Instructions: Machine wash, line dry. Origin: Imported"
